,name,rating,review,salaries,interviews,jobs,ctype_and_location
263,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
264,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
265,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
266,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
267,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
268,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
269,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
270,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
271,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
272,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
273,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
274,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
275,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
276,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
277,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
278,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
279,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
280,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
281,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
282,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
283,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
284,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
285,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
286,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
287,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
288,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
289,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
290,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
291,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
292,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
293,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
294,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
295,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
296,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
297,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
298,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
299,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
300,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
301,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
302,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
303,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
304,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
305,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
306,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
307,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
308,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
309,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
310,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
311,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
312,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
313,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
314,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
315,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
316,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
317,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
318,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
319,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
320,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
321,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
322,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
323,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
324,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
325,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
326,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
327,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
328,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
329,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
330,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
331,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
332,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
333,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
334,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
335,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
336,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
337,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
338,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
339,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
340,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
341,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
342,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
343,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
344,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
345,Bajaj Finserv,4.0,(12.9k),12.9k,30.8k,742,NBFC | Pune +1183 other locations
346,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
347,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
348,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
349,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
350,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
351,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
352,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
353,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
354,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
355,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
356,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
357,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
358,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
359,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
360,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
361,Bajaj Finserv,4.0,(12.9k),12.9k,30.8k,742,NBFC | Pune +1183 other locations
362,Flipkart,3.9,(12.9k),12.9k,54.9k,1.7k,Internet | Bengaluru +559 other locations
363,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
364,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
365,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
366,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
367,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
368,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
369,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
370,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
371,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
372,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
373,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
374,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
375,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
376,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
377,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
378,Bajaj Finserv,4.0,(12.9k),12.9k,30.8k,742,NBFC | Pune +1183 other locations
379,Flipkart,3.9,(12.9k),12.9k,54.9k,1.7k,Internet | Bengaluru +559 other locations
380,PwC,3.3,(12.4k),12.4k,1.2L,1.6k,Management Consulting | Bengaluru +135 other locations
381,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
382,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
383,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
384,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
385,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
386,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
387,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
388,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
389,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
390,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
391,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
392,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
393,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
394,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
395,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
396,Bajaj Finserv,4.0,(12.9k),12.9k,30.8k,742,NBFC | Pune +1183 other locations
397,Flipkart,3.9,(12.9k),12.9k,54.9k,1.7k,Internet | Bengaluru +559 other locations
398,PwC,3.3,(12.4k),12.4k,1.2L,1.6k,Management Consulting | Bengaluru +135 other locations
399,Mahindra & Mahindra,4.0,(12k),12k,40.5k,863,Automobile | Pune +567 other locations
400,HDB Financial Services,3.9,(25.5k),25.5k,49.8k,1.1k,NBFC | Mumbai +1096 other locations
401,Larsen & Toubro Limited,3.9,(23.7k),23.7k,75k,1.8k,Engineering & Construction | Chennai +762 other locations
402,Deloitte,3.7,(22.9k),22.9k,2.6L,3.3k,Management Consulting | Hyderabad +189 other locations
403,Kotak Mahindra Bank,3.6,(22.2k),22.2k,87.3k,1.4k,Banking | Mumbai +689 other locations
404,Reliance Industries,4.0,(20.1k),20.1k,73.1k,1.6k,Oil & Gas | Jamnagar +822 other locations
405,Vodafone Idea,3.9,(17.6k),17.6k,49.8k,687,Telecom | Pune +709 other locations
406,Bharti Airtel,3.8,(17k),17k,49.6k,1.1k,Telecom | Gurugram +794 other locations
407,BYJU'S,3.2,(16.4k),16.4k,52.4k,2.1k,EdTech | Bengaluru +322 other locations
408,WNS,3.3,(15.1k),15.1k,70.2k,1.3k,IT Services & Consulting | Pune +66 other locations
409,IDFC FIRST Bank,3.9,(14.4k),14.4k,49.5k,954,Banking | Mumbai +721 other locations
410,Ernst & Young,3.4,(14.3k),14.3k,1.4L,1.3k,Management Consulting | Bengaluru +132 other locations
411,Tata Motors,4.1,(14.1k),14.1k,42.9k,1.3k,Automobile | Pune +508 other locations
412,IndusInd Bank,3.4,(14.1k),14.1k,51.5k,766,Banking | Mumbai +797 other locations
413,AU Small Finance Bank,3.9,(14.1k),14.1k,29.3k,694,Banking | Jaipur +795 other locations
414,Muthoot FinCorp,4.6,(13.1k),13.1k,9.2k,2.4k,NBFC | Bengaluru +1119 other locations
415,Bajaj Finserv,4.0,(12.9k),12.9k,30.8k,742,NBFC | Pune +1183 other locations
416,Flipkart,3.9,(12.9k),12.9k,54.9k,1.7k,Internet | Bengaluru +559 other locations
417,PwC,3.3,(12.4k),12.4k,1.2L,1.6k,Management Consulting | Bengaluru +135 other locations
418,Mahindra & Mahindra,4.0,(12k),12k,40.5k,863,Automobile | Pune +567 other locations
419,Infosys BPM,3.5,(11.9k),11.9k,75k,1.1k,BPO | Bengaluru +96 other locations
420,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
421,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
422,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
423,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
424,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
425,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
426,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
427,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
428,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
429,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
430,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
431,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
432,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
433,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
434,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
435,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
436,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
437,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
438,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
439,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
440,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
441,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
442,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
443,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
444,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
445,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
446,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
447,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
448,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
449,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
450,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
451,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
452,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
453,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
454,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
455,Quess,3.8,(9.7k),9.7k,31.2k,541,Recruitment | Bengaluru +749 other locations
456,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
457,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
458,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
459,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
460,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
461,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
462,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
463,Quess,3.8,(9.7k),9.7k,31.2k,541,Recruitment | Bengaluru +749 other locations
464,Maruti Suzuki,4.2,(9.5k),9.5k,28.1k,785,Automobile | Gurugram +456 other locations
465,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
466,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
467,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
468,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
469,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
470,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
471,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
472,Quess,3.8,(9.7k),9.7k,31.2k,541,Recruitment | Bengaluru +749 other locations
473,Maruti Suzuki,4.2,(9.5k),9.5k,28.1k,785,Automobile | Gurugram +456 other locations
474,Asian Paints,3.9,(9.5k),9.5k,25.9k,860,Chemicals | Mumbai +554 other locations
475,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
476,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
477,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
478,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
479,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
480,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
481,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
482,Quess,3.8,(9.7k),9.7k,31.2k,541,Recruitment | Bengaluru +749 other locations
483,Maruti Suzuki,4.2,(9.5k),9.5k,28.1k,785,Automobile | Gurugram +456 other locations
484,Asian Paints,3.9,(9.5k),9.5k,25.9k,860,Chemicals | Mumbai +554 other locations
485,Startek,3.1,(9.4k),9.4k,24.7k,635,BPO | Bengaluru +104 other locations
486,HDFC Life,3.9,(11.9k),11.9k,33.1k,799,Insurance | Mumbai +707 other locations
487,DXC Technology,3.6,(11.9k),11.9k,71.8k,900,IT Services & Consulting | Bengaluru +131 other locations
488,Bandhan Bank,3.7,(11k),11k,24.5k,753,Banking | Kolkata +1005 other locations
489,Digitide Solutions,3.5,(10.3k),10.3k,26.8k,569,IT Services & Consulting | Hyderabad +273 other locations
490,Mphasis,3.3,(10.2k),10.2k,74.2k,927,IT Services & Consulting | Bengaluru +64 other locations
491,Yes Bank,3.7,(10.1k),10.1k,43.1k,553,Banking | Mumbai +542 other locations
492,Tata Steel,4.0,(9.8k),9.8k,34.3k,1.1k,Iron & Steel | Jamshedpur +231 other locations
493,Quess,3.8,(9.7k),9.7k,31.2k,541,Recruitment | Bengaluru +749 other locations
494,Maruti Suzuki,4.2,(9.5k),9.5k,28.1k,785,Automobile | Gurugram +456 other locations
495,Asian Paints,3.9,(9.5k),9.5k,25.9k,860,Chemicals | Mumbai +554 other locations
496,Startek,3.1,(9.4k),9.4k,24.7k,635,BPO | Bengaluru +104 other locations
